id,platform,cycle,lat,lon,date
6902919_199,6902919,199,-1.2255016666666667,-94.86129333333334,2024-08-16
5906838_026,5906838,26,10.83174,-136.67411,2024-08-16
4903402_143,4903402,143,14.24956,-126.88567,2024-08-16
4902898_281,4902898,281,-10.3153,-104.374,2024-08-16
3902317_103,3902317,103,-2.6518,-128.1864,2024-08-16
5906777_067,5906777,67,-21.26239,-155.26945,2024-08-16
5906049_177,5906049,177,-4.06,-108.133,2024-08-16
4903326_151,4903326,151,-6.5644,-119.2506,2024-08-16
4903187_198,4903187,198,8.424,-103.1643,2024-08-16
5906369_123,5906369,123,25.9363,-153.227,2024-08-16
5905765_445,5905765,445,-3.78197,-179.44762,2024-08-16
7900842_060,7900842,60,-12.822,-116.809,2024-08-16
3902374_053,3902374,53,11.3492,-169.3258,2024-08-16
5905689_224,5905689,224,-12.6726,-130.79877,2024-08-16
3902319_103,3902319,103,-1.1334,-93.808,2024-08-16
3902366_055,3902366,55,-1.527,-125.4921,2024-08-16
5906127_173,5906127,173,-24.14131,-130.1301,2024-08-16
3902560_010,3902560,10,0.952,-99.894,2024-08-16
4903516_027,4903516,27,11.06745,-99.48701,2024-08-16
3901248_312,3901248,312,-14.19938,-119.744,2024-08-16
4903398_143,4903398,143,25.51535,-128.09711,2024-08-16
5906467_104,5906467,104,-14.994,-149.772,2024-08-16
4903547_087,4903547,87,22.55092,-95.40798,2024-08-16
5906757_103,5906757,103,16.07684,-158.70605,2024-08-16
5906658_104,5906658,104,-1.043,-176.6846,2024-08-16
4903746_027,4903746,27,25.7529,-116.7451,2024-08-16
5905655_221,5905655,221,-14.644,-148.891,2024-08-16
5906463_101,5906463,101,-16.003,-178.124,2024-08-15
5905486_100,5905486,100,5.2465,-172.7096,2024-08-15
5905650_222,5905650,222,-17.88,-149.63,2024-08-15
5906016_199,5906016,199,17.943,-139.872,2024-08-15
5905487_100,5905487,100,1.8469,-174.6623,2024-08-15
5905688_224,5905688,224,-16.38922,-138.24128,2024-08-15
5905764_225D,5905764_,225,-21.57648,-164.55021,2024-08-15
3902195_173,3902195,173,-23.92453,-138.45293,2024-08-15
5905257_249,5905257,249,-20.39786,-132.84655,2024-08-15
3902144_200,3902144,200,-19.80849,-97.81913,2024-08-15
5905691_224,5905691,224,-14.53396,-128.1668,2024-08-15
6902961_170,6902961,170,-10.142745,-83.29711833333333,2024-08-15
5906748_114D,5906748_,114,-5.78461,-171.58963,2024-08-15
5906748_113,5906748,113,-5.78609,-171.58829,2024-08-15
6990601_015,6990601,15,22.49881,-114.28252,2024-08-15
1902195_217,1902195,217,8.493,-155.3225,2024-08-15
2903452_053,2903452,53,17.6569,-167.7147,2024-08-15
5905702_223,5905702,223,-9.4132,-132.92425,2024-08-15
3902350_059,3902350,59,-21.1509,-104.3923,2024-08-15
2903459_046,2903459,46,-9.2878,-93.2126,2024-08-15
5905699_223,5905699,223,-7.39893,-142.70431,2024-08-15
5905736_230,5905736,230,10.817,-142.8924,2024-08-15
5905657_221,5905657,221,-16.185,-127.978,2024-08-15
5906399_143,5906399,143,14.53812,-135.32986,2024-08-15
3902309_016,3902309,16,-5.34224,-89.02465,2024-08-15
5906468_098,5906468,98,26.0721,-117.5378,2024-08-15
1902515_013,1902515,13,2.78175,-85.61742,2024-08-15
5906782_066,5906782,66,-13.44864,-135.62024,2024-08-15
